ticket_id,customer_id,opened_at,resolved_at,priority,category,satisfaction_score
TICKET-CUST-00155-0,CUST-00155,2026-02-12 00:00:00+00:00,2026-02-13 03:03:47.431016187+00:00,low,general,3.4
TICKET-CUST-00155-1,CUST-00155,2026-03-09 00:00:00+00:00,2026-03-10 08:44:11.993245887+00:00,medium,general,2.8
TICKET-CUST-00155-2,CUST-00155,2026-01-24 00:00:00+00:00,2026-01-25 07:44:49.377804745+00:00,low,billing,2.7
TICKET-CUST-00156-0,CUST-00156,2026-03-07 00:00:00+00:00,2026-03-07 16:49:38.159830889+00:00,medium,general,3.0
TICKET-CUST-00157-0,CUST-00157,2026-03-03 00:00:00+00:00,2026-03-04 05:56:52.955975140+00:00,low,training,3.7
TICKET-CUST-00160-0,CUST-00160,2026-02-22 00:00:00+00:00,2026-02-23 07:35:15.762047163+00:00,high,billing,2.3
TICKET-CUST-00161-0,CUST-00161,2026-04-03 00:00:00+00:00,2026-04-04 22:27:25.515952338+00:00,medium,bug,3.6
TICKET-CUST-00161-1,CUST-00161,2026-03-31 00:00:00+00:00,2026-04-02 05:03:30.077708207+00:00,medium,training,2.5
TICKET-CUST-00163-0,CUST-00163,2026-02-23 00:00:00+00:00,2026-02-24 20:27:10.377063298+00:00,medium,general,3.3
TICKET-CUST-00163-1,CUST-00163,2026-03-21 00:00:00+00:00,2026-03-22 08:26:34.172925483+00:00,high,general,1.7
TICKET-CUST-00164-0,CUST-00164,2026-03-31 00:00:00+00:00,2026-04-01 12:45:12.217894729+00:00,low,billing,2.0
TICKET-CUST-00166-0,CUST-00166,2026-02-21 00:00:00+00:00,2026-02-23 06:11:44.262123466+00:00,medium,training,2.6
TICKET-CUST-00166-1,CUST-00166,2026-02-18 00:00:00+00:00,2026-02-19 22:27:40.237342012+00:00,medium,bug,3.6
TICKET-CUST-00167-0,CUST-00167,2026-02-14 00:00:00+00:00,2026-02-14 21:43:52.619515310+00:00,high,general,2.4
TICKET-CUST-00168-0,CUST-00168,2026-02-27 00:00:00+00:00,2026-02-28 23:09:40.753798561+00:00,low,general,2.3
TICKET-CUST-00168-1,CUST-00168,2026-02-18 00:00:00+00:00,2026-02-20 05:07:51.445593512+00:00,high,bug,2.3
TICKET-CUST-00169-0,CUST-00169,2026-01-23 00:00:00+00:00,2026-01-24 14:44:30.064742197+00:00,low,training,3.4
TICKET-CUST-00171-0,CUST-00171,2026-04-16 00:00:00+00:00,2026-04-17 12:52:03.836591649+00:00,low,training,5.0
TICKET-CUST-00172-0,CUST-00172,2026-02-27 00:00:00+00:00,2026-02-28 11:51:03.332738764+00:00,low,bug,3.4
TICKET-CUST-00172-1,CUST-00172,2026-03-01 00:00:00+00:00,,low,billing,3.8
TICKET-CUST-00172-2,CUST-00172,2026-02-19 00:00:00+00:00,2026-02-19 21:45:03.109612628+00:00,medium,general,4.2
TICKET-CUST-00173-0,CUST-00173,2026-01-22 00:00:00+00:00,2026-01-23 07:03:32.525092133+00:00,medium,training,4.3
TICKET-CUST-00177-0,CUST-00177,2026-02-22 00:00:00+00:00,2026-02-22 13:50:24.991820833+00:00,low,billing,4.7
TICKET-CUST-00177-1,CUST-00177,2026-03-13 00:00:00+00:00,2026-03-14 11:06:19.449748626+00:00,low,billing,5.0
TICKET-CUST-00180-0,CUST-00180,2026-03-13 00:00:00+00:00,2026-03-13 18:01:06.821162252+00:00,high,billing,3.3
TICKET-CUST-00180-1,CUST-00180,2026-02-23 00:00:00+00:00,2026-02-24 00:01:12.137467474+00:00,low,bug,4.0
TICKET-CUST-00181-0,CUST-00181,2026-04-03 00:00:00+00:00,2026-04-04 14:30:08.653760227+00:00,low,bug,3.4
TICKET-CUST-00181-1,CUST-00181,2026-03-28 00:00:00+00:00,2026-03-29 22:08:13.594416537+00:00,low,training,3.4
TICKET-CUST-00183-0,CUST-00183,2026-02-02 00:00:00+00:00,2026-02-03 13:37:44.967132001+00:00,low,training,3.2
TICKET-CUST-00183-1,CUST-00183,2026-02-27 00:00:00+00:00,2026-02-28 16:07:57.106758972+00:00,low,bug,2.7
TICKET-CUST-00184-0,CUST-00184,2026-03-30 00:00:00+00:00,2026-03-31 22:22:33.379993371+00:00,medium,billing,2.5
TICKET-CUST-00184-1,CUST-00184,2026-02-04 00:00:00+00:00,2026-02-05 18:13:29.728588142+00:00,low,billing,2.6
TICKET-CUST-00185-0,CUST-00185,2026-03-12 00:00:00+00:00,2026-03-12 21:43:22.726423338+00:00,medium,bug,4.4
TICKET-CUST-00185-1,CUST-00185,2026-03-13 00:00:00+00:00,2026-03-13 21:45:33.046048440+00:00,high,general,3.5
TICKET-CUST-00186-0,CUST-00186,2026-03-01 00:00:00+00:00,2026-03-01 16:52:35.269379563+00:00,medium,training,4.3
TICKET-CUST-00186-1,CUST-00186,2026-03-27 00:00:00+00:00,2026-03-28 15:21:54.154277850+00:00,medium,bug,4.3
TICKET-CUST-00186-2,CUST-00186,2026-03-26 00:00:00+00:00,2026-03-27 16:55:33.475118359+00:00,low,billing,3.5
TICKET-CUST-00188-0,CUST-00188,2026-02-19 00:00:00+00:00,2026-02-20 18:39:28.428276686+00:00,medium,training,3.5
TICKET-CUST-00190-0,CUST-00190,2026-03-02 00:00:00+00:00,2026-03-04 11:30:12.846293754+00:00,low,training,2.7
TICKET-CUST-00190-1,CUST-00190,2026-04-10 00:00:00+00:00,2026-04-12 15:53:52.246954841+00:00,medium,bug,2.1
TICKET-CUST-00191-0,CUST-00191,2026-02-23 00:00:00+00:00,2026-02-23 23:36:53.744506074+00:00,low,training,3.2
TICKET-CUST-00192-0,CUST-00192,2026-02-12 00:00:00+00:00,2026-02-13 18:18:57.241368603+00:00,low,general,2.9
TICKET-CUST-00192-1,CUST-00192,2026-03-09 00:00:00+00:00,2026-03-10 10:27:20.534496140+00:00,low,bug,2.6
TICKET-CUST-00192-2,CUST-00192,2026-02-22 00:00:00+00:00,,low,billing,4.4
TICKET-CUST-00193-0,CUST-00193,2026-03-20 00:00:00+00:00,2026-03-21 10:53:14.352997074+00:00,medium,general,3.3
TICKET-CUST-00194-0,CUST-00194,2026-03-01 00:00:00+00:00,2026-03-02 13:41:22.598288566+00:00,low,general,2.8
TICKET-CUST-00194-1,CUST-00194,2026-02-23 00:00:00+00:00,,high,billing,4.3
TICKET-CUST-00194-2,CUST-00194,2026-03-05 00:00:00+00:00,2026-03-07 01:56:50.273394107+00:00,low,general,4.5
TICKET-CUST-00195-0,CUST-00195,2026-03-10 00:00:00+00:00,2026-03-12 02:33:03.703658632+00:00,low,billing,4.2
TICKET-CUST-00195-1,CUST-00195,2026-02-06 00:00:00+00:00,,low,general,2.5
TICKET-CUST-00196-0,CUST-00196,2026-03-18 00:00:00+00:00,2026-03-18 18:08:09.247248486+00:00,high,general,3.1
TICKET-CUST-00198-0,CUST-00198,2026-03-23 00:00:00+00:00,2026-03-23 12:12:07.033689701+00:00,high,training,3.4
TICKET-CUST-00202-0,CUST-00202,2026-02-10 00:00:00+00:00,2026-02-11 15:08:44.896403358+00:00,medium,general,3.3
TICKET-CUST-00203-0,CUST-00203,2026-03-19 00:00:00+00:00,2026-03-20 04:43:58.056350741+00:00,medium,bug,3.0
TICKET-CUST-00205-0,CUST-00205,2026-03-15 00:00:00+00:00,2026-03-16 13:12:59.348725323+00:00,low,billing,2.8
TICKET-CUST-00205-1,CUST-00205,2026-03-10 00:00:00+00:00,2026-03-12 06:38:09.578789360+00:00,low,billing,3.3
TICKET-CUST-00206-0,CUST-00206,2026-02-28 00:00:00+00:00,2026-03-01 15:00:59.636148580+00:00,low,billing,3.5
TICKET-CUST-00209-0,CUST-00209,2026-03-08 00:00:00+00:00,2026-03-09 06:37:37.247670824+00:00,medium,general,3.2
TICKET-CUST-00209-1,CUST-00209,2026-03-04 00:00:00+00:00,2026-03-05 08:07:08.808881175+00:00,low,bug,2.2
TICKET-CUST-00214-0,CUST-00214,2026-03-19 00:00:00+00:00,2026-03-20 03:06:08.238786683+00:00,medium,bug,4.4
TICKET-CUST-00215-0,CUST-00215,2026-02-18 00:00:00+00:00,,medium,general,1.8
TICKET-CUST-00216-0,CUST-00216,2026-04-01 00:00:00+00:00,2026-04-02 06:10:35.735629764+00:00,low,general,3.7
TICKET-CUST-00216-1,CUST-00216,2026-03-26 00:00:00+00:00,,medium,bug,3.1
TICKET-CUST-00219-0,CUST-00219,2026-04-01 00:00:00+00:00,2026-04-02 18:12:35.449896493+00:00,low,billing,3.4
TICKET-CUST-00220-0,CUST-00220,2026-03-16 00:00:00+00:00,2026-03-16 13:50:51.774672051+00:00,low,bug,4.1
TICKET-CUST-00221-0,CUST-00221,2026-02-10 00:00:00+00:00,2026-02-11 18:11:00.329815061+00:00,low,training,3.0
TICKET-CUST-00222-0,CUST-00222,2026-03-05 00:00:00+00:00,2026-03-06 01:35:07.727518786+00:00,high,billing,3.9
TICKET-CUST-00222-1,CUST-00222,2026-02-03 00:00:00+00:00,2026-02-04 06:17:35.652903687+00:00,low,training,4.7
TICKET-CUST-00223-0,CUST-00223,2026-04-17 00:00:00+00:00,2026-04-18 14:20:23.166763876+00:00,high,bug,3.3
TICKET-CUST-00223-1,CUST-00223,2026-03-19 00:00:00+00:00,2026-03-20 06:37:35.283565046+00:00,high,general,3.9
TICKET-CUST-00224-0,CUST-00224,2026-02-02 00:00:00+00:00,2026-02-02 23:35:56.888616862+00:00,low,bug,3.0
TICKET-CUST-00224-1,CUST-00224,2026-02-26 00:00:00+00:00,2026-02-26 18:14:12.375734065+00:00,low,billing,4.1
TICKET-CUST-00224-2,CUST-00224,2026-04-13 00:00:00+00:00,2026-04-13 18:26:39.816572951+00:00,medium,bug,4.4
TICKET-CUST-00225-0,CUST-00225,2026-02-19 00:00:00+00:00,2026-02-20 19:17:48.465718548+00:00,high,billing,3.9
TICKET-CUST-00225-1,CUST-00225,2026-03-20 00:00:00+00:00,2026-03-20 21:34:26.932760420+00:00,low,bug,3.5
TICKET-CUST-00227-0,CUST-00227,2026-02-27 00:00:00+00:00,2026-02-28 08:03:10.100001502+00:00,low,bug,2.8
TICKET-CUST-00230-0,CUST-00230,2026-03-12 00:00:00+00:00,2026-03-13 21:35:41.437481682+00:00,medium,training,3.4
TICKET-CUST-00231-0,CUST-00231,2026-04-08 00:00:00+00:00,2026-04-08 22:35:00.916366865+00:00,high,training,2.7
TICKET-CUST-00231-1,CUST-00231,2026-04-12 00:00:00+00:00,2026-04-13 21:49:18.372637368+00:00,low,training,4.2
TICKET-CUST-00232-0,CUST-00232,2026-03-26 00:00:00+00:00,2026-03-27 19:25:22.813277014+00:00,low,bug,3.0
TICKET-CUST-00232-1,CUST-00232,2026-01-22 00:00:00+00:00,2026-01-23 04:29:28.138806423+00:00,low,general,3.6
TICKET-CUST-00233-0,CUST-00233,2026-02-27 00:00:00+00:00,2026-02-27 23:21:26.397604487+00:00,medium,billing,4.8
TICKET-CUST-00236-0,CUST-00236,2026-04-07 00:00:00+00:00,2026-04-08 06:56:07.627618782+00:00,medium,bug,4.2
TICKET-CUST-00237-0,CUST-00237,2026-03-19 00:00:00+00:00,2026-03-21 10:06:27.997291249+00:00,high,bug,2.4
TICKET-CUST-00237-1,CUST-00237,2026-01-28 00:00:00+00:00,2026-01-29 14:37:22.986891440+00:00,medium,general,3.6
TICKET-CUST-00237-2,CUST-00237,2026-03-22 00:00:00+00:00,2026-03-24 09:05:04.465045578+00:00,medium,bug,2.5
TICKET-CUST-00238-0,CUST-00238,2026-03-31 00:00:00+00:00,,low,training,3.8
TICKET-CUST-00239-0,CUST-00239,2026-02-16 00:00:00+00:00,2026-02-18 06:21:18.735089869+00:00,medium,bug,2.9
TICKET-CUST-00239-1,CUST-00239,2026-04-10 00:00:00+00:00,,medium,billing,3.6
TICKET-CUST-00240-0,CUST-00240,2026-03-22 00:00:00+00:00,2026-03-23 05:07:02.527508208+00:00,medium,general,4.2
TICKET-CUST-00241-0,CUST-00241,2026-01-22 00:00:00+00:00,2026-01-23 15:30:19.029511610+00:00,low,bug,3.4
TICKET-CUST-00241-1,CUST-00241,2026-03-14 00:00:00+00:00,2026-03-15 03:24:04.123241558+00:00,medium,billing,3.3
TICKET-CUST-00242-0,CUST-00242,2026-01-24 00:00:00+00:00,2026-01-25 10:07:01.982679216+00:00,medium,bug,3.7
TICKET-CUST-00247-0,CUST-00247,2026-04-20 00:00:00+00:00,,low,general,3.4
TICKET-CUST-00247-1,CUST-00247,2026-02-26 00:00:00+00:00,2026-02-27 09:02:24.047728114+00:00,low,general,4.5
TICKET-CUST-00248-0,CUST-00248,2026-03-30 00:00:00+00:00,2026-03-31 22:06:58.412245787+00:00,medium,training,3.0
TICKET-CUST-00248-1,CUST-00248,2026-02-17 00:00:00+00:00,2026-02-18 15:38:49.537955441+00:00,high,bug,3.3
TICKET-CUST-00248-2,CUST-00248,2026-02-08 00:00:00+00:00,2026-02-10 07:28:48.454426701+00:00,low,bug,3.0
TICKET-CUST-00248-3,CUST-00248,2026-04-11 00:00:00+00:00,2026-04-12 20:17:13.841780117+00:00,medium,training,2.9
TICKET-CUST-00248-4,CUST-00248,2026-03-10 00:00:00+00:00,2026-03-11 23:24:04.024429699+00:00,low,training,3.2
TICKET-CUST-00249-0,CUST-00249,2026-02-22 00:00:00+00:00,2026-02-22 19:53:49.072759577+00:00,low,general,4.1
TICKET-CUST-00251-0,CUST-00251,2026-02-27 00:00:00+00:00,2026-02-28 11:26:57.125002140+00:00,medium,general,2.7
TICKET-CUST-00253-0,CUST-00253,2026-02-18 00:00:00+00:00,2026-02-19 11:39:04.701574983+00:00,medium,general,2.7
TICKET-CUST-00253-1,CUST-00253,2026-02-16 00:00:00+00:00,,medium,training,4.0
TICKET-CUST-00254-0,CUST-00254,2026-04-04 00:00:00+00:00,,high,billing,3.3
TICKET-CUST-00254-1,CUST-00254,2026-04-17 00:00:00+00:00,2026-04-19 01:35:07.713911756+00:00,high,general,2.0
TICKET-CUST-00254-2,CUST-00254,2026-03-26 00:00:00+00:00,2026-03-27 19:10:33.006412860+00:00,low,bug,3.4
TICKET-CUST-00255-0,CUST-00255,2026-03-07 00:00:00+00:00,2026-03-07 03:27:48.815518632+00:00,low,general,4.2
TICKET-CUST-00255-1,CUST-00255,2026-03-15 00:00:00+00:00,2026-03-16 03:49:27.023107669+00:00,medium,bug,4.4
TICKET-CUST-00255-2,CUST-00255,2026-01-23 00:00:00+00:00,2026-01-24 08:28:45.368976923+00:00,medium,billing,3.6
TICKET-CUST-00257-0,CUST-00257,2026-03-14 00:00:00+00:00,2026-03-14 23:24:39.204190728+00:00,medium,billing,4.7
TICKET-CUST-00258-0,CUST-00258,2026-02-11 00:00:00+00:00,2026-02-12 18:53:37.900571214+00:00,low,training,3.7
TICKET-CUST-00259-0,CUST-00259,2026-03-09 00:00:00+00:00,2026-03-10 01:01:58.873045167+00:00,low,training,4.3
TICKET-CUST-00260-0,CUST-00260,2026-04-20 00:00:00+00:00,2026-04-21 18:09:50.072268322+00:00,low,bug,3.3
TICKET-CUST-00260-1,CUST-00260,2026-02-11 00:00:00+00:00,2026-02-12 14:39:22.110219839+00:00,high,bug,3.0
TICKET-CUST-00261-0,CUST-00261,2026-02-17 00:00:00+00:00,2026-02-18 20:20:20.190808670+00:00,low,training,4.3
TICKET-CUST-00262-0,CUST-00262,2026-03-12 00:00:00+00:00,2026-03-12 23:17:14.783513251+00:00,low,bug,3.8
TICKET-CUST-00262-1,CUST-00262,2026-03-21 00:00:00+00:00,2026-03-22 07:47:52.677613509+00:00,medium,billing,2.4
TICKET-CUST-00264-0,CUST-00264,2026-02-15 00:00:00+00:00,2026-02-16 15:33:39.273340444+00:00,medium,bug,3.1
TICKET-CUST-00264-1,CUST-00264,2026-03-03 00:00:00+00:00,2026-03-04 09:37:36.700257858+00:00,medium,billing,4.2
TICKET-CUST-00264-2,CUST-00264,2026-03-09 00:00:00+00:00,2026-03-10 15:32:49.280877708+00:00,high,billing,1.5
TICKET-CUST-00264-3,CUST-00264,2026-03-27 00:00:00+00:00,2026-03-28 05:58:40.124341653+00:00,low,general,2.7
TICKET-CUST-00264-4,CUST-00264,2026-02-15 00:00:00+00:00,2026-02-16 14:44:07.185615820+00:00,low,general,2.9
TICKET-CUST-00265-0,CUST-00265,2026-02-01 00:00:00+00:00,,low,training,2.7
TICKET-CUST-00265-1,CUST-00265,2026-03-13 00:00:00+00:00,2026-03-14 19:45:23.218696557+00:00,low,general,2.8
TICKET-CUST-00265-2,CUST-00265,2026-01-26 00:00:00+00:00,2026-01-28 11:54:16.852806634+00:00,medium,training,3.6
TICKET-CUST-00267-0,CUST-00267,2026-02-25 00:00:00+00:00,2026-02-26 03:54:55.770824697+00:00,high,bug,2.8
TICKET-CUST-00269-0,CUST-00269,2026-03-18 00:00:00+00:00,,high,general,4.2
TICKET-CUST-00269-1,CUST-00269,2026-03-02 00:00:00+00:00,2026-03-03 01:12:07.013023787+00:00,low,general,3.4
TICKET-CUST-00271-0,CUST-00271,2026-02-17 00:00:00+00:00,2026-02-18 06:24:21.040503194+00:00,medium,billing,4.0
TICKET-CUST-00271-1,CUST-00271,2026-03-24 00:00:00+00:00,2026-03-24 22:28:45.964437829+00:00,low,billing,3.9
TICKET-CUST-00272-0,CUST-00272,2026-04-07 00:00:00+00:00,2026-04-08 09:36:45.944592004+00:00,medium,general,3.1
TICKET-CUST-00274-0,CUST-00274,2026-04-01 00:00:00+00:00,2026-04-02 03:15:21.113600812+00:00,medium,training,3.6
TICKET-CUST-00274-1,CUST-00274,2026-02-01 00:00:00+00:00,2026-02-02 03:41:07.407850235+00:00,low,billing,5.0
TICKET-CUST-00274-2,CUST-00274,2026-02-10 00:00:00+00:00,2026-02-11 09:46:00.102007582+00:00,medium,general,5.0
TICKET-CUST-00276-0,CUST-00276,2026-02-10 00:00:00+00:00,2026-02-10 23:07:34.995813244+00:00,low,billing,3.1
TICKET-CUST-00276-1,CUST-00276,2026-04-10 00:00:00+00:00,2026-04-11 21:06:36.270585935+00:00,low,billing,3.6
TICKET-CUST-00276-2,CUST-00276,2026-02-20 00:00:00+00:00,2026-02-21 10:06:49.483935231+00:00,low,training,2.5
TICKET-CUST-00277-0,CUST-00277,2026-02-10 00:00:00+00:00,2026-02-10 17:15:21.687641075+00:00,medium,billing,5.0
TICKET-CUST-00278-0,CUST-00278,2026-01-24 00:00:00+00:00,2026-01-25 04:33:10.073608567+00:00,high,general,2.6
TICKET-CUST-00278-1,CUST-00278,2026-02-09 00:00:00+00:00,2026-02-10 07:54:55.781635223+00:00,medium,training,3.7
TICKET-CUST-00279-0,CUST-00279,2026-04-19 00:00:00+00:00,2026-04-20 17:41:31.611797351+00:00,low,billing,2.5
TICKET-CUST-00281-0,CUST-00281,2026-04-16 00:00:00+00:00,2026-04-16 23:30:38.998710543+00:00,medium,bug,3.9
TICKET-CUST-00283-0,CUST-00283,2026-02-04 00:00:00+00:00,2026-02-05 02:42:16.284828542+00:00,low,billing,3.9
TICKET-CUST-00284-0,CUST-00284,2026-02-07 00:00:00+00:00,2026-02-08 23:03:21.686661112+00:00,low,training,4.5
TICKET-CUST-00284-1,CUST-00284,2026-02-26 00:00:00+00:00,2026-02-27 05:33:03.173976815+00:00,high,bug,3.8
TICKET-CUST-00286-0,CUST-00286,2026-03-28 00:00:00+00:00,2026-03-30 04:09:47.822321461+00:00,low,general,3.8
TICKET-CUST-00286-1,CUST-00286,2026-04-20 00:00:00+00:00,2026-04-21 18:38:09.093009737+00:00,medium,general,3.1
TICKET-CUST-00286-2,CUST-00286,2026-03-12 00:00:00+00:00,2026-03-13 19:51:55.302171644+00:00,high,bug,3.3
TICKET-CUST-00287-0,CUST-00287,2026-03-03 00:00:00+00:00,2026-03-04 10:49:19.148252280+00:00,medium,training,3.9
TICKET-CUST-00289-0,CUST-00289,2026-03-11 00:00:00+00:00,2026-03-12 12:29:35.568788406+00:00,medium,general,3.4
TICKET-CUST-00290-0,CUST-00290,2026-03-20 00:00:00+00:00,2026-03-21 10:22:08.953582889+00:00,high,bug,3.7
TICKET-CUST-00291-0,CUST-00291,2026-02-10 00:00:00+00:00,2026-02-11 14:02:34.253008174+00:00,medium,training,3.6
TICKET-CUST-00292-0,CUST-00292,2026-03-06 00:00:00+00:00,2026-03-07 14:53:47.336318941+00:00,low,general,2.8
TICKET-CUST-00292-1,CUST-00292,2026-01-23 00:00:00+00:00,2026-01-24 07:38:19.605239625+00:00,high,billing,4.7
TICKET-CUST-00293-0,CUST-00293,2026-02-20 00:00:00+00:00,,low,bug,2.2
TICKET-CUST-00294-0,CUST-00294,2026-04-03 00:00:00+00:00,2026-04-04 15:49:23.477414041+00:00,low,bug,2.2
TICKET-CUST-00295-0,CUST-00295,2026-03-27 00:00:00+00:00,2026-03-28 23:43:25.511950103+00:00,low,training,3.2
TICKET-CUST-00295-1,CUST-00295,2026-03-12 00:00:00+00:00,2026-03-13 16:43:46.383137951+00:00,low,bug,2.9
TICKET-CUST-00296-0,CUST-00296,2026-02-17 00:00:00+00:00,2026-02-17 21:45:45.705015924+00:00,low,bug,4.2
TICKET-CUST-00297-0,CUST-00297,2026-03-20 00:00:00+00:00,2026-03-21 02:12:13.890533374+00:00,medium,training,3.0
TICKET-CUST-00297-1,CUST-00297,2026-02-27 00:00:00+00:00,2026-02-28 16:47:03.189891422+00:00,high,general,3.7
TICKET-CUST-00297-2,CUST-00297,2026-02-06 00:00:00+00:00,2026-02-07 07:12:27.750336609+00:00,high,training,3.5
TICKET-CUST-00299-0,CUST-00299,2026-04-15 00:00:00+00:00,2026-04-15 12:28:17.013384363+00:00,medium,billing,3.4
TICKET-CUST-00299-1,CUST-00299,2026-03-26 00:00:00+00:00,2026-03-27 10:06:31.719844564+00:00,medium,bug,4.3
TICKET-CUST-00300-0,CUST-00300,2026-01-28 00:00:00+00:00,2026-01-28 19:07:39.761969007+00:00,medium,training,3.8
TICKET-CUST-00301-0,CUST-00301,2026-04-10 00:00:00+00:00,,low,billing,4.6
TICKET-CUST-00303-0,CUST-00303,2026-02-07 00:00:00+00:00,2026-02-08 15:51:41.960470592+00:00,low,bug,4.7
TICKET-CUST-00304-0,CUST-00304,2026-02-11 00:00:00+00:00,2026-02-12 09:45:41.319865361+00:00,low,training,1.3
TICKET-CUST-00305-0,CUST-00305,2026-03-09 00:00:00+00:00,2026-03-10 18:12:54.525897541+00:00,medium,billing,3.1
TICKET-CUST-00305-1,CUST-00305,2026-04-08 00:00:00+00:00,,low,bug,2.1
TICKET-CUST-00305-2,CUST-00305,2026-02-14 00:00:00+00:00,2026-02-15 21:23:25.831427600+00:00,high,billing,1.2
TICKET-CUST-00307-0,CUST-00307,2026-04-11 00:00:00+00:00,2026-04-11 20:30:19.536110468+00:00,medium,billing,3.2
TICKET-CUST-00308-0,CUST-00308,2026-02-23 00:00:00+00:00,2026-02-24 03:04:44.238423060+00:00,low,general,3.2
TICKET-CUST-00309-0,CUST-00309,2026-03-06 00:00:00+00:00,2026-03-08 05:08:09.735643812+00:00,medium,training,1.4
TICKET-CUST-00309-1,CUST-00309,2026-02-23 00:00:00+00:00,2026-02-24 22:16:44.745393393+00:00,low,general,2.0
TICKET-CUST-00309-2,CUST-00309,2026-03-07 00:00:00+00:00,2026-03-09 04:48:21.004019684+00:00,high,bug,4.2
TICKET-CUST-00309-3,CUST-00309,2026-04-18 00:00:00+00:00,2026-04-19 17:47:47.354150401+00:00,low,bug,3.2
TICKET-CUST-00309-4,CUST-00309,2026-03-24 00:00:00+00:00,2026-03-25 07:46:43.672959056+00:00,low,general,2.0
TICKET-CUST-00310-0,CUST-00310,2026-01-30 00:00:00+00:00,2026-01-30 13:30:03.990239881+00:00,low,bug,4.7
TICKET-CUST-00311-0,CUST-00311,2026-01-26 00:00:00+00:00,2026-01-27 07:50:11.620912279+00:00,low,bug,4.5
TICKET-CUST-00312-0,CUST-00312,2026-01-26 00:00:00+00:00,2026-01-27 18:50:33.586504691+00:00,high,training,3.2
TICKET-CUST-00313-0,CUST-00313,2026-03-19 00:00:00+00:00,2026-03-20 14:31:10.255551770+00:00,medium,training,2.8
TICKET-CUST-00313-1,CUST-00313,2026-04-04 00:00:00+00:00,2026-04-05 17:14:48.813646131+00:00,low,general,3.5
TICKET-CUST-00313-2,CUST-00313,2026-03-03 00:00:00+00:00,2026-03-04 22:00:53.911606940+00:00,low,general,2.9
TICKET-CUST-00313-3,CUST-00313,2026-03-11 00:00:00+00:00,2026-03-12 23:42:48.472837206+00:00,medium,billing,2.5
TICKET-CUST-00314-0,CUST-00314,2026-02-09 00:00:00+00:00,2026-02-10 11:12:22.081980900+00:00,medium,general,5.0
TICKET-CUST-00316-0,CUST-00316,2026-03-16 00:00:00+00:00,2026-03-16 22:54:22.020260407+00:00,medium,training,2.8
TICKET-CUST-00317-0,CUST-00317,2026-04-02 00:00:00+00:00,2026-04-03 02:48:47.834835775+00:00,low,billing,3.6
TICKET-CUST-00317-1,CUST-00317,2026-03-20 00:00:00+00:00,2026-03-21 05:23:41.651919640+00:00,low,bug,4.6
TICKET-CUST-00318-0,CUST-00318,2026-04-05 00:00:00+00:00,2026-04-07 05:21:45.644355814+00:00,medium,bug,3.4
TICKET-CUST-00318-1,CUST-00318,2026-04-15 00:00:00+00:00,2026-04-16 18:02:26.423429922+00:00,medium,billing,1.4
TICKET-CUST-00318-2,CUST-00318,2026-03-07 00:00:00+00:00,2026-03-08 18:18:53.584301226+00:00,low,bug,5.0
TICKET-CUST-00318-3,CUST-00318,2026-02-22 00:00:00+00:00,2026-02-23 07:48:21.806820183+00:00,low,billing,2.7
TICKET-CUST-00320-0,CUST-00320,2026-04-08 00:00:00+00:00,2026-04-09 03:18:08.007931313+00:00,medium,training,3.4
TICKET-CUST-00320-1,CUST-00320,2026-01-27 00:00:00+00:00,2026-01-28 13:58:02.771085628+00:00,high,bug,3.8
TICKET-CUST-00320-2,CUST-00320,2026-04-07 00:00:00+00:00,2026-04-08 11:37:21.814112118+00:00,low,training,4.7
TICKET-CUST-00321-0,CUST-00321,2026-01-25 00:00:00+00:00,2026-01-27 06:24:37.075232182+00:00,low,bug,4.8
TICKET-CUST-00321-1,CUST-00321,2026-02-10 00:00:00+00:00,2026-02-11 22:54:17.481130333+00:00,high,training,2.9
TICKET-CUST-00323-0,CUST-00323,2026-02-13 00:00:00+00:00,2026-02-14 04:41:26.412652729+00:00,high,bug,4.0
TICKET-CUST-00323-1,CUST-00323,2026-04-04 00:00:00+00:00,,low,bug,3.5
TICKET-CUST-00323-2,CUST-00323,2026-04-03 00:00:00+00:00,,low,bug,3.7
TICKET-CUST-00323-3,CUST-00323,2026-04-11 00:00:00+00:00,2026-04-12 16:30:51.369830865+00:00,low,training,3.7
TICKET-CUST-00324-0,CUST-00324,2026-02-25 00:00:00+00:00,2026-02-26 12:50:35.201981669+00:00,low,training,4.0
TICKET-CUST-00324-1,CUST-00324,2026-02-07 00:00:00+00:00,2026-02-08 00:31:12.540169418+00:00,medium,billing,2.4
TICKET-CUST-00326-0,CUST-00326,2026-04-08 00:00:00+00:00,2026-04-09 00:43:32.089293976+00:00,high,general,3.0
TICKET-CUST-00326-1,CUST-00326,2026-03-07 00:00:00+00:00,2026-03-08 15:56:40.188121233+00:00,medium,bug,3.0
TICKET-CUST-00326-2,CUST-00326,2026-04-07 00:00:00+00:00,,low,training,3.6
TICKET-CUST-00327-0,CUST-00327,2026-04-09 00:00:00+00:00,2026-04-11 07:25:59.585236415+00:00,medium,training,1.8
TICKET-CUST-00328-0,CUST-00328,2026-03-17 00:00:00+00:00,2026-03-18 16:11:34.900104695+00:00,medium,general,3.1
TICKET-CUST-00328-1,CUST-00328,2026-04-08 00:00:00+00:00,2026-04-09 20:07:39.818897361+00:00,low,general,3.0
